lamp_num,generator_name,ranker,method,baseline_eu_norm,n_baseline,Q1_lo,Q1_hi,Q1_delta,Q1_n,Q1_sig,Q2_lo,Q2_hi,Q2_delta,Q2_n,Q2_sig,Q3_lo,Q3_hi,Q3_delta,Q3_n,Q3_sig,Q4_lo,Q4_hi,Q4_delta,Q4_n,Q4_sig
6,flanT5Small,contriever,mmr,0.4236239482375545,760,-1e-09,0.9547184849296675,-0.010574613107271813,1267,,0.9547184849296675,0.9770866036668914,-0.04086565583289531,457,,0.9770866036668914,0.9915243971549463,0.07202273136866011,279,**,0.9915243971549463,1.000000001,0.07311500182084363,477,**
6,flanT5Base,bm25,pl,0.4730873676410713,783,-1e-09,0.9547539129892273,-0.031660450484979175,2010,*,0.9547539129892273,0.9796671199584241,-0.07982897089600505,546,**,0.9796671199584241,0.9915697161335959,-0.05492231378705553,286,*,0.9915697161335959,1.000000001,-0.029286608539331016,290,
6,flanT5Base,bm25,mmr,0.4730873676410713,783,-1e-09,0.9547184849296675,0.009963211777813674,2218,,0.9547184849296675,0.9770866036668914,-0.013626880871213554,669,,0.9770866036668914,0.9915243971549463,-0.04948743284454793,416,*,0.9915243971549463,1.000000001,-0.027397423507072527,612,
6,flanT5Base,contriever,pl,0.44404708206980276,783,-1e-09,0.9547539129892273,-0.03115206649732538,2078,*,0.9547539129892273,0.9796671199584241,-0.04939871741503493,524,*,0.9796671199584241,0.9915697161335959,-0.014344987209754856,269,,0.9915697161335959,1.000000001,0.07445097116730132,261,**
6,flanT5Base,contriever,mmr,0.44404708206980276,783,-1e-09,0.9547184849296675,-0.017502789358882664,2225,,0.9547184849296675,0.9770866036668914,0.0015529238821386793,655,,0.9770866036668914,0.9915243971549463,-0.025618979747325632,400,,0.9915243971549463,1.000000001,0.03215590519561834,635,
7,flanT5Small,bm25,pl,0.5353459166422336,365,-1e-09,0.9547539129892273,0.07159865941226728,98,*,0.9547539129892273,0.9796671199584241,0.007112841139994663,351,,0.9796671199584241,0.9915697161335959,-0.024933439979193617,499,,0.9915697161335959,1.000000001,0.006868491085053385,512,
7,flanT5Small,bm25,mmr,0.5353459166422336,365,-1e-09,0.9547184849296675,0.017537218808243993,97,,0.9547184849296675,0.9770866036668914,0.04121719897294496,288,,0.9770866036668914,0.9915243971549463,-0.05896615584481679,416,*,0.9915243971549463,1.000000001,-0.02468434798511654,494,
7,flanT5Small,contriever,pl,0.5301350060660748,365,-1e-09,0.9547539129892273,0.03380207281335579,83,,0.9547539129892273,0.9796671199584241,-0.014870532990434615,304,,0.9796671199584241,0.9915697161335959,-0.012942815714570677,501,,0.9915697161335959,1.000000001,0.00871642568298825,572,
7,flanT5Small,contriever,mmr,0.5301350060660748,365,-1e-09,0.9547184849296675,0.019976522793731966,54,,0.9547184849296675,0.9770866036668914,-0.0337262568258383,216,,0.9770866036668914,0.9915243971549463,-0.04886153950460165,370,*,0.9915243971549463,1.000000001,0.004072129565993343,655,
7,flanT5Base,bm25,pl,0.6749667309671006,211,-1e-09,0.9547539129892273,-0.03219348756438556,81,,0.9547539129892273,0.9796671199584241,-0.028077909572017168,250,,0.9796671199584241,0.9915697161335959,0.02095250478184585,295,,0.9915697161335959,1.000000001,-0.03325016653201229,218,
