lamp_num,granularity,cutoff,approach,baseline_eu_norm,n_baseline,generator_name,ranker,cutoff_ild_norm,selected_setting,self_membership_frac,n,delta_eu_norm,p_value,sig
2,ranker_pooled,bottom50,approach_b,0.18888888888888888,360,,bm25,0.9770012943434729,,,1718,-0.023987841158970374,0.2800489974888458,
2,ranker_pooled,bottom25,approach_a,0.23333333333333334,360,,contriever,0.9764731046518572,mmr_l0.7,0.35081967213114756,305,-0.013661202185792365,0.6752289038512902,
2,ranker_pooled,bottom25,approach_b,0.23333333333333334,360,,contriever,0.9764731046518572,,,859,-0.022506790842064417,0.37828658375424484,
2,ranker_pooled,bottom50,approach_a,0.23333333333333334,360,,contriever,0.9870150077523413,pl_a4,0.65,360,0.030000000000000027,0.2866112969971682,
2,ranker_pooled,bottom50,approach_b,0.23333333333333334,360,,contriever,0.9870150077523413,,,1719,0.008609656777196023,0.7214412938475996,
3,gen_x_ranker,bottom25,approach_a,0.8919753086419754,378,flanT5Base,bm25,0.9259674766299262,pl_a8,0.5079365079365079,378,-0.0005291005291007123,0.9608185396802938,
3,gen_x_ranker,bottom25,approach_b,0.8919753086419754,378,flanT5Base,bm25,0.9259674766299262,,,947,0.017026803290442816,0.05656430424437568,
3,gen_x_ranker,bottom50,approach_a,0.8919753086419754,378,flanT5Base,bm25,0.9511008467372182,pl_a8,0.746031746031746,378,-0.0005291005291007123,0.9608185396802938,
3,gen_x_ranker,bottom50,approach_b,0.8919753086419754,378,flanT5Base,bm25,0.9511008467372182,,,1890,0.005171957671957439,0.5334748875215616,
3,gen_x_ranker,bottom25,approach_a,0.9007936507936508,378,flanT5Base,contriever,0.9312892678827807,pl_a8,0.5291005291005291,378,0.0015211640211640898,0.8832953474457441,
3,gen_x_ranker,bottom25,approach_b,0.9007936507936508,378,flanT5Base,contriever,0.9312892678827807,,,947,0.010689981730108378,0.22359722345008526,
